rank	character	count	cumulative	pinyin	eng
1982	愉	7259	97.0611163227	yu2	pleased
1983	绳	7256	97.0648661156	sheng2	rope
1984	胎	7256	97.0686159085	tai1	fetus/litter
1985	蓄	7213	97.0723434797	xu4	to store
1986	眠	7195	97.0760617488	mian2	sleep
1987	竭	7194	97.079779501	jie2	exhaust
1988	喂	7184	97.0834920854	wei4	(interjection) hello/to feed (someone or some animal)/hey/telephone greeting, to feed
1989	傻	7167	97.0871958845	sha3	foolish
1990	慕	7165	97.09089865	mu4	admire
1991	浑	7136	97.0945864287	hun2	muddy
1992	奸	7132	97.0982721403	jian1	traitor, adultery
1993	扇	7125	97.1019542344	shan1/shan4	to fan, (a measure word for doors, windows, etc.)
1994	柜	7101	97.1056239256	gui4/ju3	cupboard/cabinet/wardrobe, Salix multinervis
1995	悦	7094	97.1092899993	yue4	pleased
1996	拦	7091	97.1129545227	lan2	cut off/hinder
1997	诞	7085	97.1166159454	dan4	birth/birthday/brag/boast/to increase
1998	饱	7059	97.1202639317	bao3	to eat till full/satisfied
1999	乾	7057	97.1239108844	gan1/qian2	dry, (surname)/male/strong/one of the Eight Trigrams
2000	泡	7046	97.1275521524	pao1/pao4	puffed/swollen, to steep/soak/bubble(s)/foam
2001	贼	7045	97.1311929037	zei2	thief
2002	亭	7041	97.1348315878	ting2	pavilion
2003	夕	7025	97.1384620034	xi1/xi4	evening, dusk
2004	爹	7016	97.1420877679	die1	dad
2005	酬	7011	97.1457109485	chou2	entertain/repay/return/reward/compensate
2006	儒	7004	97.1493305116	ru2	scholar/Confucian
2007	姻	6998	97.1529469739	yin1	marriage connections
2008	卵	6971	97.1565494831	luan3	ovum
2009	氛	6968	97.1601504419	fen1	miasma/vapor
2010	泄	6955	97.1637446826	xie4	divulge/leak out
2011	杆	6944	97.1673332385	gan1/gan3	pole, measure for guns, stick/pole
2012	挨	6930	97.1709145595	ai1/ai2	lean to/in order/in sequence, next to/suffer (hunger)/endure/drag out/delay/stall/play for time
2013	僧	6920	97.1744907126	seng1	monk
2014	蜜	6919	97.178066349	mi4	honey
2015	吟	6916	97.181640435	yin2	moan/to hum
2016	猩	6909	97.1852109035	xing1	ape
2017	遂	6904	97.188778788	sui4/sui2	forthwith
2018	狭	6901	97.1923451223	xia2	narrow/narrow-minded
2019	肖	6899	97.1959104229	xiao4/xiao1	similar/resembling/to resemble/to be like
2020	甜	6894	97.1994731396	tian2	sweet
2021	霞	6885	97.2030312053	xia2	red clouds
2022	驳	6879	97.2065861702	bo2	argue/parti-colored/tranship/dispute/contradict/refute, argue/parti-colored/tranship
2023	裕	6871	97.2101370009	yu4	abundant
2024	顽	6868	97.2136862812	wan2	mischievous/obstinate/to play/stupid/stubborn/naughty
2025	於	6858	97.2172303936	yu1/yu2	(surname)
2026	摘	6845	97.2207677879	zhai1	to borrow/to pick (flowers, fruit)/to pluck/to take/to select
2027	矮	6834	97.2242994975	ai3	short (not tall)
2028	秒	6829	97.2278286232	miao3	(a measure word)/second
2029	卿	6825	97.2313556817	qing1	(old) minister/(old) term of endearment between spouses/thou (poet.)
2030	畜	6821	97.2348806731	chu4/xu4	livestock/domesticated animal/domestic animal, to raise (animals)
2031	咽	6818	97.2384041142	yan1/yan4/ye4	narrow pass/throat, to swallow, to choke (in crying)
2032	披	6790	97.2419130852	pi1	scatter/separate/to open/to unroll/to spread out
2033	辅	6782	97.245417922	fu3	to assist/to complement/auxiliary
2034	勾	6780	97.2489217252	gou1/gou4	to cancel/to delineate/hook, affair/to reach for (with hand)
2035	盆	6780	97.2524255284	pen2	basin
2036	疆	6779	97.2559288149	jiang1	border/boundary
2037	赌	6759	97.2594217656	du3	bet/gamble
2038	塑	6744	97.2629069645	su4	to model (a figure) in clay
2039	畏	6722	97.2663807942	wei4	to fear
2040	吵	6709	97.2698479057	chao3	to quarrel/to make a noise/noisy/to disturb by making a noise
2041	囊	6709	97.2733150172	nang2	sack
2042	嗯	6707	97.2767810951	en1/ng/en4	(a groaning sound)
2043	泊	6695	97.2802409715	bo2	to anchor/touch at/to moor
2044	肺	6692	97.2836992977	fei4	lung
2045	骤	6688	97.2871555566	zhou4	sudden/suddenly
2046	缠	6675	97.2906050974	chan2	to bother/wind around/wrap round/coil/involve/annoy/tangle
2047	冈	6651	97.2940422353	gang1	ridge/mound
2048	羞	6651	97.2974793733	xiu1	shy/ashamed/shame/bashful
2049	瞪	6644	97.3009128937	deng4	stare at
2050	吊	6637	97.3043427966	diao4	to hang a person, condole with/hang
2051	贾	6627	97.3077675317	gu3/jia3	merchant/to buy, (surname)
2052	漏	6627	97.3111922668	lou4	funnel/to leak/to let out/to divulge
2053	斑	6622	97.314614418	ban1	variegated
2054	涛	6611	97.3180308845	tao1	big wave
2055	悠	6604	97.3214437335	you1	at ease/long (in time)/sad
2056	鹿	6599	97.3248539986	lu4	deer
2057	俘	6594	97.3282616798	fu2	prisoner of war
2058	锡	6586	97.3316652267	xi2/xi1	tin
2059	卑	6572	97.3350615386	bei1	low/base/vulgar/inferior/humble
2060	葬	6558	97.3384506155	zang4	bury (the dead)
2061	铭	6555	97.3418381421	ming2	inscribed motto
2062	滩	6550	97.3452230847	tan1	beach/shoal
2063	嫁	6539	97.3486023427	jia4	marry (a husband)
2064	催	6538	97.3519810839	cui1	urge/press/expedite/prompt/hurry
2065	璇	6536	97.3553587916	xuan2	(jade)
2066	翅	6524	97.3587302978	chi4	wing
2067	盒	6506	97.3620925019	he2	small box/case
2068	蛮	6503	97.3654531556	man2	barbarian/bullying/very/quite/rough/reckless
2069	矣	6490	97.3688070911	yi3	final part.
2070	潘	6477	97.3721543084	pan1	(surname)
2071	歧	6451	97.3754880893	qi2	divergent/side road
2072	赐	6431	97.3788115345	ci4	confer/bestow/grant
2073	鲍	6416	97.382127228	bao4	abalone
2074	锅	6416	97.3854429214	guo1	pot/pan/boiler
2075	廊	6413	97.3887570645	lang2	porch
2076	拆	6412	97.3920706907	chai1	to tear open/to tear down/to tear apart/to open
2077	灌	6403	97.395379666	guan4	irrigate/pour
2078	勉	6398	97.3986860573	mian3	exhort
2079	盲	6395	97.4019908982	mang2	blind
2080	宰	6390	97.4052931552	zai3	slaughter/butcher/govern/rule/official
2081	佐	6378	97.4085892108	zuo3	assist
2082	啥	6331	97.4118609775	sha2	(dialect) what
2083	胀	6327	97.415130677	zhang4	dropsical/swollen/to swell/to be bloated
2084	扯	6325	97.418399343	che3	pull/tear/to talk casually
2085	禧	6308	97.4216592236	xi3	joy
2086	辽	6300	97.42491497	liao2	Liaoning/name of a dynasty
2087	抹	6299	97.4281701995	mo3/mo4	play/to smear, girdle/brassiere/to plaster
2088	筒	6296	97.4314238788	tong3	tube/cylinder
2089	棋	6294	97.4346765244	qi2	chess
2090	裤	6282	97.4379229686	ku4	drawers/trousers/pants
2091	唉	6269	97.4411626946	ai1/ai4	an interjection/to express realization or agreement (yes, oh, right, etc), alas/oh dear
2092	朴	6261	97.4443982863	po4/pu3	Celtis sinensis var. japonica, Pak or Park (Korean surname)/plain and simple
2093	咐	6257	97.4476318109	fu4	to order
2094	孕	6256	97.4508648187	yun4	pregnant
2095	誓	6249	97.454094209	shi4	oath/vow/to swear/to pledge
2096	喉	6233	97.4573153308	hou2	throat/larynx
2097	妄	6228	97.4605338686	wang4	absurd/fantastic
2098	拘	6224	97.4637503393	ju1	adhere/capture/restrain
2099	链	6223	97.4669662932	lian4	chain/lead or tin ore
2100	驰	6199	97.4701698442	chi2	run fast/speed/spread/gallop
2101	栏	6182	97.4733646099	lan2	fence/railing/hurdle
2102	逝	6182	97.4765593756	shi4	depart/die
2103	窃	6174	97.4797500071	qie4	I beg to presume/steal
2104	艳	6172	97.4829396049	yan4	glamorous
2105	臭	6166	97.486126102	chou4/xiu4	stench/stink/smelly/to smell (bad), sense of smell/smell bad
2106	纤	6166	97.4893125992	qian4/xian1	boatman's tow-rope, fine/delicate/minute
2107	玑	6165	97.4924985795	ji1	irregular pearl
2108	棵	6159	97.4956814592	ke1	M for plants
2109	趁	6154	97.4988617549	chen4	avail oneself of/take advantage of
2110	匠	6142	97.5020358492	jiang4	craftsman
2111	盈	6142	97.5052099435	ying2	full/filled/surplus
2112	翁	6137	97.5083814539	weng1	(surname)/elderly person
2113	愁	6135	97.5115519307	chou2	worry about
2114	瞬	6119	97.5147141389	shun4	to wink
2115	婴	6114	97.5178737632	ying1	infant/baby
2116	孝	6112	97.521032354	xiao4	filial
2117	颈	6104	97.5241868104	jing3	neck
2118	倘	6072	97.5273247298	tang3	if
2119	浙	6045	97.5304486959	zhe4	Zhejiang
2120	谅	6024	97.5335618096	liang4	forgive
2121	蔽	6016	97.5366707889	bi4	to cover/to shield/to screen/to conceal
2122	畅	6012	97.5397777012	chang4	smooth/fluent/joyful/happy
2123	赠	6004	97.5428804791	zeng4	give present
2124	妮	6000	97.5459811899	ni1	girl/phonetic ni (in girls name)
2125	莎	5990	97.5490767329	sha1/suo1	(insect)/(phonetic), (grass)/Cyperus rotundus
2126	尉	5988	97.5521712423	wei4	(surname)/milit. official/to quiet
2127	冻	5984	97.5552636845	dong4	to freeze
2128	跪	5955	97.55834114	gui4	kneel
2129	闯	5954	97.5614180787	chuang3	to rush/break through
2130	葡	5943	97.5644893327	pu2	grapes
2131	後	5938	97.5675580029	hou4	
2132	厨	5932	97.5706235723	chu2	kitchen
2133	鸭	5932	97.5736891417	ya1	duck
2134	颠	5921	97.5767490265	dian1	inverted/jolt/top
2135	遮	5914	97.5798052938	zhe1	cover up (a shortcoming)/screen off/to hide/to conceal
2136	谊	5902	97.5828553596	yi4	friendship
2137	圳	5901	97.5859049087	zhen4	furrow in field, small drainage
2138	吁	5891	97.5889492899	xu1/yu4	sh/hush, implore
2139	仑	5882	97.5919890201	lun2	arrange, Koulkun mountains
2140	辟	5876	97.5950256495	bi4/pi4	king/emperor/monarch/royal/ward off, law, dispel/open up/refute
2141	瘤	5875	97.5980617622	liu2	tumor
2142	嫂	5863	97.6010916735	sao3	older brother's wife; sister-in-law
2143	陀	5863	97.6041215847	tuo2	(phonetic)/declivity/steep bank
2144	框	5853	97.6071463281	kuang4	frame/door frame
2145	谭	5849	97.6101690043	tan2	(surname)
2146	亨	5845	97.6131896135	heng1	prosperous
2147	钦	5840	97.6162076386	qin1	royal
2148	庸	5835	97.6192230799	yong1	ordinary/to use
2149	歉	5833	97.6222374876	qian4	apologize/deficient/to regret
2150	芝	5832	97.6252513785	zhi1	Zoysia pungens
2151	吼	5814	97.6282559673	hou3	roar (of a lion)
2152	甫	5805	97.631255905	fu3	just/just now
2153	衫	5802	97.6342542923	shan1	Chinese gown (unlined)
2154	摊	5798	97.6372506125	tan1	spread out/vendor's stand
2155	宴	5798	97.6402469328	yan4	feast/repose
2156	嘱	5788	97.6432380851	zhu3	enjoin
2157	衷	5781	97.64622562	zhong1	inner feelings
2158	娇	5772	97.6492085038	jiao1	lovable/pampered/tender/delicate/frail
2159	陕	5769	97.6521898372	shan3/Shan3	Shaanxi
2160	矩	5766	97.6551696203	ju3	carpenter's square/rule
2161	浦	5766	97.6581494034	pu3	beach
2162	讶	5760	97.6611260858	ya4	astounded
2163	耸	5758	97.6641017346	song3	excite/raise up/to shrug/high/lofty/towering
2164	裸	5752	97.6670742827	luo3	naked
2165	碧	5751	97.670046314	bi4	green jade/bluish green/blue/jade
2166	摧	5743	97.673014211	cui1	break/destroy/devastate/ravage/repress
2167	薪	5741	97.6759810745	xin1	fuel/salary
2168	淋	5737	97.6789458708	lin4/lin2	diseases of the bladder/to drain/to drip
2169	耻	5735	97.6819096335	chi3	shame/disgrace
2170	胶	5721	97.6848661613	jiao1	glue/gum
2171	屠	5718	97.6878211387	tu2	slaughter/slaughter man
2172	鹅	5703	97.6907683643	e2	goose
2173	饥	5689	97.6937083549	ji1	hungry
2174	盼	5689	97.6966483456	pan4	to hope for/to long for/to expect
2175	脖	5682	97.6995847187	bo2	neck
2176	虹	5670	97.7025148904	hong2/jiang4	rainbow, rainbow
2177	翠	5661	97.7054404111	cui4	bluish-green/green jade
2178	崩	5658	97.7083643814	beng1	collapse/fall into ruins
2179	账	5652	97.7112852509	zhang4	account
2180	萍	5646	97.7142030198	ping2	duckweed
2181	逢	5632	97.7171135537	feng2	every time/meet by chance
2182	赚	5630	97.720023054	zhuan4/zuan4	earn/make a profit, cheat/swindle
2183	撑	5628	97.7229315207	cheng1	support/prop-up/to pole a boat/to open/to overfill
2184	翔	5625	97.7258384371	xiang2	soar
2185	倡	5622	97.7287438031	chang4	initiate/instigate/introduce/lead/initiate
2186	绵	5622	97.7316491692	mian2	cotton/incessant/soft/downy
2187	猴	5582	97.7345338638	hou2	monkey
2188	枯	5582	97.7374185584	ku1	dried up
2189	巫	5576	97.7403001523	wu1	witch
2190	昭	5569	97.7431781287	zhao1	illustrious/manifest
2191	怔	5561	97.7460519709	zheng1	be startled
2192	渊	5551	97.7489206452	yuan1	abyss
2193	凑	5544	97.7517857019	cou4	assemble/put together/press near/come together
2194	溪	5543	97.7546502419	qi1/xi1	creek, creek
2195	蠢	5542	97.7575142652	chun3	blunt/stupid/to wiggle (of worms)/sluggish
2196	禅	5540	97.7603772548	chan2/shan4	meditation/abstraction/(Zen) Buddhism, abdicate
2197	阐	5532	97.7632361102	chan3	to express/disclose/enlighten/open
2198	旺	5529	97.7660934152	wang4	prosperous/flourishing/to prosper/to flourish
2199	寓	5519	97.7689455523	yu4	reside/residence
2200	藤	5514	97.7717951056	teng2	rattan/cane
2201	匪	5511	97.7746431084	fei3	bandit
2202	伞	5511	97.7774911113	san3	umbrella/parasol
2203	碑	5509	97.7803380806	bei1	a monument/an upright stone tablet/stele
2204	挪	5500	97.7831803989	nuo2	to shift/to move
2205	琼	5495	97.7860201332	qiong2	(red stone)/beautiful
2206	脂	5492	97.7888583171	zhi1	fat
2207	谎	5481	97.7916908165	huang3	lies/to lie
2208	慨	5479	97.7945222822	kai3	generous/sad
2209	菩	5477	97.7973527144	pu2	Bodhisattva
2210	萄	5463	97.8001759116	tao2	grapes
2211	狮	5456	97.8029954913	shi1	lion
2212	掘	5436	97.8058047353	jue2	dig
2213	抄	5433	97.8086124289	chao1	to copy/to plagiarize/to search and seize/to go/to transcribe/to take a shortcut/to search and confiscate
2214	岭	5429	97.8114180554	ling3	mountain range
2215	晕	5420	97.8142190308	yun1/yun4	confused/dizzy/giddy/faint/swoon/lose consciousness/pass out, dizzy/ring around moon or sun
2216	逮	5418	97.8170189727	dai3/dai4	arrest/catch/seize/until, catch/seize/until
2217	砍	5418	97.8198189146	kan3	to chop
2218	掏	5416	97.8226178229	tao1	fish out (from pocket)
2219	狄	5414	97.8254156976	di2	(surname)/barbarians/name of a tribe
2220	晰	5412	97.8282125387	xi1	understanding
2221	罕	5409	97.8310078295	han3	rare
2222	挽	5389	97.8337927846	wan3	draw/pull/send funeral ode
2223	脾	5386	97.8365761893	pi2	spleen
2224	舟	5363	97.839347708	zhou1	boat
2225	痴	5359	97.8421171596	chi1	imbecile/sentimental/stupid/foolish/silly, imbecile/sentimental
2226	蔡	5325	97.8448690404	cai4	(surname)
2227	剪	5324	97.8476204045	jian3	cut with scissors/scissors
2228	脊	5316	97.8503676342	ji3	spine/back/ridge
2229	弓	5315	97.8531143472	gong1	a bow (weapon)
2230	懒	5307	97.8558569259	lan3	lazy
2231	叉	5299	97.8585953704	cha1/cha2/cha3	fork/pitchfork/prong/pick/cross/intersect, to cross/be stuck, to diverge/to open (as legs)
2232	拐	5282	97.8613250294	guai3	kidnap/to turn
2233	喃	5282	97.8640546885	nan2	mumble in repetition
2234	僚	5278	97.8667822805	liao2	bureaucrat
2235	捐	5273	97.8695072885	juan1	to contribute/to donate/tax/to abandon
2236	姊	5272	97.8722317797	zi3	older sister
2237	骚	5268	97.8749542038	sao1	have sex appeal
2238	拓	5256	97.8776704265	ta4/tuo4	make rubbing, expand/support on palm/to develop/to open up
2239	歪	5251	97.8803840652	wai1	askew
2240	粘	5231	97.8830873682	nian2/zhan1	sticky, to stick/paste
2241	柄	5229	97.8857896377	bing3	authority/handle/hilt
2242	坑	5223	97.8884888065	keng1	pit/to defraud
2243	陌	5220	97.8911864249	mo4	raised path/street
2244	窄	5219	97.8938835265	zhai3	narrow
2245	湘	5207	97.8965744267	xiang1	name of a river
2246	兆	5204	97.8992637765	zhao4	omen/million/million million, trillion
2247	崖	5199	97.9019505424	yai2/ya2	precipice
2248	骄	5196	97.904635758	jiao1	proud/arrogant
2249	刹	5185	97.9073152889	cha4/sha1	Buddhist monastery or temple/a brief moment, to brake (car)
2250	鞭	5176	97.9099901688	bian1	a whip or lash/to flog/slash or whip
2251	芒	5174	97.9126640151	mang2	Miscanthus sinensis
2252	筋	5170	97.9153357942	jin1	muscle
2253	聘	5148	97.9179962041	pin4	betrothed/engage (teacher)/hire
2254	钩	5140	97.9206524797	gou1	entice/hook
2255	棍	5140	97.9233087553	gun4	stick
2256	嚷	5138	97.9259639973	rang3	blurt out/to shout
2257	腺	5132	97.9286161386	xian4	gland
2258	弦	5117	97.9312605281	xian2	bow string/string of mus. instr., string of mus. instr.
2259	焰	5116	97.9339044009	yan4	flame
2260	耍	5109	97.9365446561	shua3	play with/to juggle
2261	俯	5100	97.9391802603	fu3	look down/stoop
2262	厘	5096	97.9418137974	li2	one thousandth
2263	愣	5088	97.9444432001	leng4	to look distracted/to stare blankly/distracted/stupefied/blank
2264	厦	5083	97.947070019	sha4/xia4	tall building, tall building
2265	恳	5081	97.9496958042	ken3	earnest
2266	饶	5079	97.9523205559	rao2	(surname)/to spare
2267	钉	5059	97.9549349719	ding1/ding4	nail
2268	寡	5049	97.9575442201	gua3	few/widowed
2269	憾	5036	97.96014675	han4	regret
2270	摔	5035	97.9627487632	shuai1	throw on ground/to fall
2271	叠	5027	97.9653466421	die2	fold up/repeat
2272	惹	5018	97.9679398699	re3	to provoke/to exasperate/to annoy
2273	喻	5012	97.970529997	yu4	allegory
2274	谱	5009	97.9731185737	pu3	chart/list/score (music)/spectrum (math.)(phys.)
2275	愧	5008	97.9757066336	kui4	ashamed
2276	煌	5002	97.9782915929	huang2	brilliant
2277	徽	5000	97.9808755186	hui1	insignia
2278	溶	4998	97.9834584107	rong2	dissolve
2279	坠	4980	97.9860320006	zhui4	fall
2280	煞	4969	97.988599906	sha1/sha4	decrease/tighten, baleful/bring to a stop/very
2281	巾	4967	97.9911667777	jin1	towel
2282	滥	4964	97.9937320991	lan4	excessive/indiscriminate
2283	洒	4961	97.9962958702	sa3	spill/sprinkle
2284	堵	4960	97.9988591245	du3	stop up
2285	瓷	4955	98.0014197948	ci2	chinaware/porcelain
2286	咒	4931	98.0039680623	zhou4	put a curse on
2287	姨	4928	98.0065147795	yi2	one's mother's sister/aunt
2288	棒	4917	98.009055812	bang4	a stick/club or cudgel/smart/capable/strong
2289	郡	4912	98.0115942605	jun4	canton/county/region
2290	浴	4911	98.0141321923	yu4	bath/to bathe
2291	媚	4909	98.0166690906	mei4	flatter/charm
2292	稣	4907	98.0192049552	su1	revive
2293	淮	4903	98.0217387527	huai2	name of a river
2294	哎	4887	98.0242642817	ai1	an interjection/hey/lookout/why etc
2295	屁	4884	98.0267882603	pi4	to break wind/to fart
2296	漆	4884	98.0293122389	qi1	paint/lacquer
2297	淫	4879	98.0318336336	yin2	excessive/wanton/lewd/kinky/obscene
2298	巢	4874	98.0343524443	chao2	nest
2299	吩	4866	98.0368671208	fen1	leave instructions/to order
2300	撰	4863	98.0393802469	zhuan4	compose/compile, compose/compile/discourse in praise
2301	啸	4850	98.0418866548	xiao4	to hiss/to whistle
2302	滞	4850	98.0443930627	zhi4	sluggish
2303	玫	4839	98.0468937859	mei2	rose
2304	硕	4819	98.0493841735	shuo4	large/big
2305	钓	4813	98.0518714604	diao4	to fish with a hook and bait
2306	蝶	4811	98.0543577136	die2	butterfly
2307	膝	4809	98.0568429334	xi1	knee
2308	姚	4806	98.0593266027	yao2	Yao (a surname)
2309	茂	4798	98.0618061378	mao4	luxuriant
2310	躯	4797	98.0642851561	qu1	human body
2311	吏	4795	98.0667631408	li4	minor official
2312	猿	4793	98.069240092	yuan2	ape
2313	寨	4783	98.0717118753	zhai4	stronghold/stockade
2314	恕	4779	98.0741815914	shu4	forgive
2315	渠	4769	98.0766461397	qu2	big/stream or canal/drain/ditch
2316	戚	4756	98.0791039698	qi1	ashamed/grief, (surname)/relative
2317	辰	4755	98.0815612831	chen2	5th earthly branch/7-9 a.m.
2318	舶	4743	98.084012395	bo2	sea-going vessels/ship
2319	颁	4742	98.0864629901	ban1	promulgate/send out/issue/to grant or confer
2320	惶	4730	98.0889073838	huang2	frightened
2321	狐	4718	98.0913455761	hu2	fox
2322	讽	4713	98.0937811844	feng4/feng3	satirize
2323	笨	4712	98.096216276	ben4	stupid/foolish/silly/slow-witted/clumsy
2324	袍	4710	98.098650334	pao2	gown (lined)
2325	嘲	4709	98.1010838752	chao2/zhao1	ridicule/mock, to ridicule
2326	啡	4688	98.1035065639	fei1	coffee
2327	泼	4688	98.1059292526	po1	splash/to spill
2328	衔	4684	98.1083498742	xian2	hold in mouth, hold in mouth/nominal office
2329	倦	4682	98.1107694622	juan4	tired
2330	涵	4681	98.1131885334	han2	contain
2331	雀	4675	98.1156045039	qiao1/qiao3/que4	lentigo, bird, bird
2332	旬	4671	98.1180184072	xun2	ten days/ten years
2333	僵	4668	98.1204307603	jiang1	rigid/deadlock/stiff (corpse), stiff (corpse)
2334	撕	4668	98.1228431133	si1	to tear
2335	肢	4651	98.1252466809	zhi1	limb
2336	垄	4642	98.1276455975	long3	monopolize
2337	夷	4638	98.130042447	yi2	a barbarian
2338	逸	4638	98.1324392964	yi4	escape/leisurely/outstanding
2339	茅	4637	98.1348356291	mao2	(surname)/thatch
2340	侨	4633	98.1372298946	qiao2	emigrant/reside abroad
2341	舆	4628	98.1396215762	yu2	carriage/sedan chair/world
2342	窑	4611	98.1420044725	yao2	kiln/oven
2343	涅	4601	98.1443822009	nie4	blacken
2344	蒲	4595	98.1467568286	pu2	calamus
2345	谦	4588	98.1491278388	qian1	modest
2346	杭	4583	98.1514962651	hang2	(surname)/Hangzhou
2347	噢	4582	98.1538641745	o1	Oh!
2348	弊	4579	98.1562305337	bi4	detriment/fraud/harm/defeat
2349	勋	4568	98.1585912082	xun1	medal/merit
2350	刮	4565	98.1609503323	gua1	to scrape/to blow, blow (of the wind)
2351	郊	4565	98.1633094564	jiao1	suburb
2352	凄	4552	98.1656618624	qi1	intense cold/mournful, sorrowful
2353	捧	4533	98.1680044494	peng3	hold or offer with both hands
2354	浸	4529	98.1703449693	jin4	immerse/soak/steep
2355	砖	4512	98.1726767038	zhuan1	brick
2356	鼎	4507	98.1750058544	ding3	tripod
2357	篮	4490	98.1773262197	lan2	basket/goal
2358	蒸	4443	98.179622296	zheng1	to steam
2359	饼	4439	98.1819163052	bing3	round flat cake/cookie/cake/pastry
2360	亩	4439	98.1842103144	mu3	about 1/6 acre (M)
2361	肾	4437	98.1865032901	shen4	kidney
2362	陡	4421	98.1887879972	dou3	steep
2363	爪	4419	98.1910716707	zhua3/zhao3	claw
2364	兔	4418	98.1933548274	tu4	rabbit
2365	殷	4417	98.1956374673	yan1/yin1/yin3	dark red, (surname)/dynasty/flourishing, roll of thunder
2366	贞	4414	98.1979185569	zhen1	chaste
2367	荐	4406	98.2001955122	jian4	recommend (a person)
2368	哑	4406	98.2024724675	ya1/ya3	(onomat.), dumb/mute
2369	炭	4405	98.204748906	tan4	carbon/charcoal
2370	坟	4402	98.2070237942	fen2	a grave
2371	眨	4393	98.2092940313	zha3	wink
2372	搏	4392	98.2115637516	bo2	fight/combat/seize
2373	咳	4390	98.2138324384	hai1/ke2	sound of sighing, cough
2374	拢	4390	98.2161011251	long3	collect/draw near to
2375	舅	4385	98.2183672279	jiu4	maternal uncle
2376	昧	4375	98.2206281629	mei4	conceal/dark
2377	擅	4372	98.2228875475	shan4	usurp/without authority
2378	爽	4368	98.225144865	shuang3	invigorating/straightforward/frank/open/bright/clear
2379	咖	4366	98.2274011488	ka1	coffee
2380	搁	4359	98.2296538153	ge1	to place
2381	禄	4356	98.2319049313	lu4	good fortune/official salary
2382	雌	4355	98.2341555306	ci2	female
2383	哨	4354	98.236405613	shao4	a whistle/sentry
2384	巩	4344	98.2386505277	gong3	secure/solid
2385	绢	4335	98.2408907912	juan4	thick but loosely woven silk
2386	螺	4327	98.2431269205	luo2	screw/snail
2387	裹	4322	98.2453604658	guo3	wrap around
2388	昔	4320	98.2475929776	xi1	past/former
2389	轩	4304	98.2498172208	xuan1	covered carriage/pavilion
2390	谬	4290	98.2520342291	miu4	absurd/erroneous
2391	谍	4274	98.2542429687	die2	to spy
2392	龟	4265	98.2564470573	gui1	tortoise/turtle
2393	媳	4262	98.2586495956	xi2	daughter in law
2394	姜	4261	98.260851617	jiang1	(surname)/ginger, ginger
2395	瞎	4260	98.2630531217	xia1	blind
2396	冤	4243	98.265245841	yuan1	injustice/to wrong
2397	鸦	4236	98.2674349429	ya1	crow
2398	蓬	4225	98.2696183601	peng2	(grass)/disheveled
2399	巷	4221	98.2717997101	xiang4	lane/alley
2400	琳	4218	98.2739795098	lin2	gem
2401	栽	4215	98.2761577592	zai1	to force/to stick in/to plant
2402	沾	4201	98.2783287735	zhan1	infected by/moisten/receive favors, moisten
2403	诈	4200	98.2804992711	zha4	crafty/dishonest
2404	斋	4194	98.2826666679	zhai1	a fast/studio
2405	瞒	4191	98.2848325144	man2	conceal from
2406	彪	4186	98.286995777	biao1	a tiger-cat/stripes/streaks/veins
2407	厄	4184	98.289158006	e4	distressed
2408	咨	4180	98.2913181679	zi1	consult
2409	纺	4175	98.2934757458	fang3	spin
2410	罐	4169	98.295630223	guan4	can/jar/pot
2411	桶	4167	98.2977836667	tong3	pail/bucket/bin/barrel
2412	壤	4165	98.2999360768	rang3	soil/earth
2413	糕	4142	98.3020766008	gao1	cake
2414	颂	4142	98.3042171248	song4	to praise
2415	膨	4141	98.3063571321	peng2	swollen
2416	谐	4135	98.3084940386	xie2	harmonious
2417	垒	4134	98.3106304284	lei3	rampart
2418	咕	4132	98.3127657845	gu1	mutter
2419	隙	4130	98.3149001071	xi4	crack/occasion for dislike
2420	辣	4124	98.317031329	la4	hot (spicy)/pungent
2421	绑	4112	98.3191563495	bang3	to tie/bind or fasten together
2422	宠	4108	98.3212793028	chong3	to love/to pamper/to spoil/to favor
2423	嘿	4102	98.3233991555	hei1	hey
2424	兑	4101	98.3255184913	dui4	to cash
2425	霉	4098	98.3276362768	mei2	bacteria/fungi/moldy
2426	挫	4089	98.3297494112	cuo4	be obstructed/fail/oppress/repress/lower the tone/bend back/dampen
2427	稽	4085	98.3318604785	ji1/qi3	inspect/check, bow to the ground
2428	辐	4084	98.333971029	fu2	spoke of a wheel
2429	乞	4073	98.3360758948	qi3	beg
2430	纱	4069	98.3381786935	sha1	cotton yarn/muslin
2431	裙	4062	98.3402778747	qun2	skirt
2432	嘻	4056	98.3423739553	xi1	laugh/giggle
2433	哇	4055	98.344469519	wa1/wa	sound of child's crying
2434	绣	4046	98.3465604316	xiu4	to embroider
2435	杖	4037	98.3486466932	zhang4	cane, walking stick
2436	塘	4033	98.3507308877	tang2	pond
2437	衍	4031	98.3528140485	yan3	to spread out/to develop/to overflow/to amplify
2438	轴	4011	98.3548868737	zhou2/zhu2	axis/axle, axis/axle
2439	攀	3998	98.3569529807	pan1	climb up/pull
2440	膊	3989	98.3590144366	bo2	shoulder/upper arm
2441	譬	3985	98.3610738254	pi4	give an example
2442	斌	3981	98.363131147	bin1	ornamental/refined
2443	祈	3965	98.3651802	qi2	implore/pray/please
2444	踢	3959	98.3672261524	ti1	kick/play (football or soccer)
