rank	character	count	cumulative	pinyin	eng
351	收	120897	68.1168847874	shou1	to receive/to accept/to collect/in care of (used on address line after name)
352	根	120778	68.1793010624	gen1	radical (chem.)/root/basis
353	干	120564	68.2416067453	gan1/gan4	dry/to concern/shield, to work/to do/to manage, manage/stem
354	造	120496	68.3038772869	zao4	to make/to build/to invent/to manufacture
355	言	120308	68.3660506729	yan2	to speak/to say/talk/word
356	联	120301	68.4282204414	lian2	to ally/to unite/to join
357	持	119990	68.4902294897	chi2	to grasp/to hold/support/manage/direct/maintain
358	组	119734	68.552106241	zu3	to form/compose/make up/group/to organize/cord
359	每	119594	68.6139106424	mei3	each/every
360	济	119161	68.6754912758	ji4	aid/ferry/frugal
361	车	118824	68.7368977527	che1/ju1	car/a vehicle/machine/to shape with a lathe, vehicle on land
362	亲	118451	68.7981114687	qin1/qing4	dear/intimate/parent/relation/closely related, parents-in-law of one's offspring
363	极	117736	68.8589556833	ji2	extremely/pole (geography, physics)/utmost/top
364	林	117675	68.919768374	lin2	woods/forest
365	服	116961	68.9802120801	fu2	clothes/dress/garment/submit/take (medicine)
366	快	116923	69.0406361484	kuai4	fast/quick/swift
367	办	116904	69.1010503978	ban4	to do/to manage/to handle/to go about/to run/to set up/to deal with
368	议	116810	69.1614160694	yi4	criticize/discuss
369	往	116539	69.2216416922	wang3/wang4	to go (in a direction)/past/previous/towards, toward/(of a train) bound for
370	元	116488	69.281840959	yuan2	(dynasty)/dollar/primary/first
371	英	116193	69.3418877741	ying1	(surname)/English/brave
372	士	115704	69.4016818814	shi4	scholar/warrior/knight
373	证	115610	69.4614274108	zheng4	prove, confirm, verify/proof, certificate/proof/to prove/to demonstrate/to confirm/certificate/proof
374	近	115441	69.5210856035	jin4	near/close (to)/approximately
375	失	115346	69.5806947016	shi1	to lose/to miss/to fail
376	转	115087	69.6401699524	zhuan3/zhuan4	to convey/to forward (mail)/to transfer/to turn/to shift, to revolve/to turn/to circle about/to walk about
377	夫	114784	69.6994886173	fu1	porter, husband/man
378	令	114570	69.7586966902	ling4	make or cause to be/order/command/decree/honorable
379	准	113877	69.817546631	zhun3	to allow/to grant/to permit/accurate/standard, accurate/standard
380	布	113652	69.8762802951	bu4	diffuse/extend/notify, to declare/to announce/to spread/to make known/spread/(cotton) cloth
381	始	112987	69.9346702971	shi3	begin
382	怎	112294	69.992702167	zen3	how
383	呢	112185	70.0506777074	ne/ni2	(question particle), woolen material
384	存	110970	70.1080253538	cun2	exist/deposit/store/keep/survive
385	未	110491	70.1651254601	wei4	1-3 p.m./8th earthly branch/not yet/did not/have not/not
386	远	110455	70.2222069621	yuan3	far/distant/remote
387	叫	110131	70.2791210258	jiao4	to (be) call(ed)
388	台	109362	70.3356376817	tai2	surname/(classical) you (in letters)/platform/Taiwan (abbr.), desk/platform, (measure word)/platform/stage/terrace/stand/support/desk/station/broadcasting station, typhoon
389	单	109359	70.3921527872	chan2/dan1/shan4	chieftain, bill/list/form/single/only/sole, (surname)
390	影	108862	70.4484110506	ying3	picture/image/reflection/shadow
391	具	108811	70.5046429579	ju4	tool/device/utensil/equipment/instrument
392	罗	108376	70.5606500636	luo1/luo2	fussy/talkative, subordinate in a gang of bandits, (surname)/gauze/to collect/to gather/to catch/to shift
393	字	108218	70.6165755173	zi4	letter/symbol/character/word
394	爱	108167	70.672474615	ai4	to love/affection/to be fond of/to like
395	击	107513	70.7280357352	ji1	to hit/to strike/to break
396	流	107397	70.7835369083	liu2	to flow/to spread/to circulate/to move
397	备	107114	70.8388918312	bei4	to prepare/get ready/to provide or equip
398	兵	106982	70.8941785385	bing1	soldiers/a force/an army/weapons/arms/military/warlike
399	连	106814	70.9493784258	lian2	(surname)/even/as/join/to link/successively
400	调	106379	71.0043535117	diao4/tiao2	mode (music)/to move (troops)/tune/tone/melody/to transfer, harmonize/reconcile/blend/suit well/provoke/incite
401	深	105924	71.0590934603	shen1	deep/profound
402	商	105406	71.1135657142	shang1	commerce/consult
403	算	105293	71.1679795714	suan4	regard as/to figure/to calculate/to compute
404	质	104560	71.222014625	zhi4	hostage/substance/nature/quality
405	团	104151	71.2758383136	tuan2	regiment/round/circular/group/society, dumpling
406	集	104019	71.3295937865	ji2	to gather/to collect/collected works
407	百	103938	71.3833073998	bai3	hundred
408	需	103832	71.436966234	xu1	to require/to need/to want/necessity/need
409	价	103634	71.4905227446	jia4/jie	price/value/valence (on an atom), great/good/middleman/servant
410	花	103367	71.5439412736	hua1	flower/blossom/to spend (money, time)/fancy pattern
411	党	103165	71.597255412	dang3	party, party/association/club/society
412	华	103158	71.650565933	hua2/hua4	(abbreviation for) China/(surname) Hua/magnificent/splendid/flowery, (surname)/name of a mountain
413	城	102833	71.7037084987	cheng2	city walls/city/town
414	石	102149	71.7564975834	dan4/shi2	10 pecks, rock/stone
415	级	102018	71.8092189693	ji2	level/grade/rank/step
416	整	100910	71.8613677572	zheng3	exactly/in good order/whole/complete/entire/in order/orderly
417	府	100771	71.913444712	fu3	prefecture/mansion
418	离	100744	71.9655077136	li2	to leave/to depart/to go away/from
419	况	100680	72.017537641	kuang4	moreover/situation
420	亚	100251	72.0693458675	ya4	Asia/Asian/second/next to/inferior
421	请	100226	72.1211411744	qing3	to ask/to invite/please (do sth)/to treat (to a meal, etc)/to request
422	技	99790	72.172711163	ji4	skill
423	际	99412	72.2240858068	ji4	border/edge/boundary/between/among/interval/while
424	约	99148	72.2753240194	yao1/yue1	weigh, appointment/agreement/to arrange/to restrict/approximately
425	示	98963	72.3264666267	shi4	to show/reveal
426	复	98822	72.3775363672	fu4	again/recover/reply to a letter/to repeat/to duplicate, repeat, double, overlap
427	病	98692	72.4285389257	bing4	ailment/sickness/illness/disease/fall ill/sick/defect
428	息	98447	72.4794148719	xi1	news/interest/breath/rest
429	究	98377	72.5302546431	jiu1	after all/to investigate/to study carefully
430	线	98261	72.5810344672	xian4	thread/string/wire/line
431	似	98057	72.6317088672	si4	to seem/to appear/similar/like/to resemble
432	官	97897	72.6823005815	guan1	official/government
433	火	97760	72.7328214962	huo3	fire
434	断	97235	72.7830710988	duan4	absolutely/decidedly (in negative constructions)/break/to judge
435	精	97135	72.8332690229	jing1	energy/perfect/excellent/refined/very/proficient
436	满	96954	72.8833734088	man3	Manchurian/to fill/to fulfill/filled/packed
437	支	96814	72.9334054448	zhi1	(a measure word)/to support/to sustain/to erect/to raise/branch/division/to draw money
438	视	96326	72.9831852897	shi4	to look at/to regard/to inspect
439	消	96263	73.0329325771	xiao1	consume/news/subside/to disappear/to vanish
440	越	95657	73.0823666928	yue4	to exceed/to climb over/to surpass/the more ... the more
441	器	95444	73.1316907332	qi4	device/tool/utensil
442	容	95407	73.1809956525	rong2	to hold/to contain/to allow/appearance/look/countenance
443	照	95020	73.230100576	zhao4	according to/in accordance with/to shine/to illuminate/to reflect/photograph
444	须	94903	73.2791450356	xu1	beard/necessary/must, beard/mustache
445	九	94580	73.3280225737	jiu3	nine/9
446	增	93869	73.3765326775	zeng1	to increase/to expand/to add
447	研	93761	73.4249869685	yan2	grind fine/study/research
448	写	93710	73.4734149035	xie3	to write
449	称	93638	73.5218056299	chen4/cheng1/cheng4	balanced/to fit/well-off/suitable, to call/to praise/to weigh/to estimate/to consider/to call/to address/to name/to say/commend, steelyard
450	企	93453	73.5701007511	qi3	plan a project/stand on tiptoe
451	八	92700	73.6180067331	ba1	eight/8
452	功	92052	73.6655778383	gong1	merit/achievement/result/service/accomplishment
453	吗	91639	73.7129355112	ma3/ma	morphine, (question tag)
454	包	91240	73.7600869869	bao1	to cover/to wrap/to hold/to include/to take charge of/package/wrapper/container/bag/to hold or embrace/bundle/packet/to contract (to or for)
455	片	90559	73.8068865319	pian1/pian4	disc/sheet, a slice/piece/flake/thin/slice
456	史	90469	73.8536395663	shi3	history
457	委	90263	73.9002861429	wei1/wei3	crooked, give up/indeed/to commission
458	乎	90127	73.9468624367	hu1	(interrog. part.)
459	查	90039	73.9933932535	cha2/zha1	to research/to check/to investigate/to examine/to refer to/to search, (surname)
460	轻	89852	74.0398274314	qing1	light/easy/gentle/soft/reckless/unimportant/frivolous/small in number/unstressed/neutral/soft
461	易	89730	74.0861985615	yi4	(surname)/change/easy/simple
462	早	89623	74.1325143956	zao3	early/morning
463	曾	89328	74.1786777782	ceng2/zeng1	(refers to something that happened previously)/already/at some time in the past/before/once, (surname)/great-grand (father)
464	除	89272	74.2248122207	chu2	remove/do away with/wipe out/divide/except
465	农	88412	74.270502228	nong2	agriculture
466	找	88247	74.3161069658	zhao3	to try to find/to look for/to call on (sb)/to find/to seek/to return/to look for
467	装	88143	74.3616579579	zhuang1	adornment/adorn/costume/dress/clothing
468	广	87900	74.4070833713	guang3	wide/numerous/to spread
469	显	87825	74.4524700257	xian3	prominent/conspicuous
470	吧	87536	74.4977073293	ba1/ba	(onomat.)/dumb, (modal particle indicating polite suggestion)/...right?/...OK?
471	阿	87159	74.5427498048	a1/a4/a/e1	an initial particle/prefix to names of people, (phonetic character), (final part.)/(interj.), flatter
472	李	86593	74.58749978	li3	(a surname)/plum
473	标	86324	74.6321107399	biao1	the topmost branches of a tree/surface/sign/to mark/(outward) sign/indication/prize/award/bid
474	谈	86089	74.6766002554	tan2	to speak/to talk/to converse/to chat/to discuss/(surname)
475	吃	85976	74.7210313741	chi1/ji2	eat/eradicate/destroy/receive, eat, stammer
476	图	85957	74.765452674	tu2	diagram/to plan/picture/drawing/chart
477	念	85953	74.8098719066	nian4	read aloud, to read aloud
478	六	85830	74.8542275747	liu4	six/6
479	引	85740	74.8985367322	yin3	to lead/to divert (water)/to guide
480	历	85487	74.942715143	li4	calendar, to experience/to undergo/to pass through/all/each/every/calendar
481	首	85036	74.9866604837	shou3	head/chief/first (occasion)/first (thing)/measure word for poems
482	医	84620	75.0303908418	yi1	medical/medicine/doctor/to cure/to treat
483	局	84587	75.074104146	ju2	narrow, (a measure word used for games) set or round office/situation/office
484	突	84474	75.1177590535	tu1	to dash/to move forward quickly
485	专	84361	75.1613555642	zhuan1	for a particular person, occasion, purpose/focused on one thing/special/expert/particular (to sth)/concentrated/specialized, concentrated/specialized
486	费	84359	75.2049510414	fei4	to cost/to spend/fee/wasteful/expenses/(surname)
487	号	84335	75.2485341157	hao2/hao4	roar/cry, day of a month/(suffix used after) name of a ship/(ordinal) number
488	尽	84270	75.292083599	jin3/jin4	to the utmost, to use up/to exhaust/to end/to finish/to the utmost/exhausted/finished/to the limit (of sth)
489	另	83702	75.3353395483	ling4	other/another/separate/separately
490	周	83366	75.3784218579	zhou1	(surname)/complete/encircle/circuit/lap/week/cycle/all/every/attentive/thoughtful, bestow alms, cycle/week
491	较	82870	75.421247842	jiao4	clear/distinct/compare/comparatively
492	注	82869	75.4640733093	zhu4	to inject/to pour into/to concentrate/to pay attention/to note/to comment on/to record/to register/to annotate, annotate
493	语	82805	75.5068657024	yu3/yu4	dialect/language/speech, tell to
494	仅	82729	75.5496188198	jin3	barely/only/merely
495	考	82688	75.592350749	kao3	to check/to verify/to test/to examine
496	落	82641	75.6350583893	la4/luo4	leave behind, alight/to fall/to drop (behind)
497	青	82619	75.6777546604	qing1	green (blue, black)
498	随	82599	75.7204405957	sui2	to follow/to comply with/to allow/(surname)
499	选	82498	75.7630743357	xuan3	to choose/to pick/to select/to elect
500	列	82418	75.805666733	lie4	to arrange/to line up/row/file/series
501	武	81863	75.8479723145	wu3	martial/military
502	红	81852	75.8902722113	hong2	bonus/popular/red/revolutionary
503	响	81702	75.9324945904	xiang3	to make a sound/to sound/to ring/(a measure word for sound)/loud
504	虽	81097	75.9744043144	sui1	although/even though
505	推	80933	76.0162292857	tui1	push/refuse (responsibility)/shove
506	势	80705	76.05793643	shi4	conditions/influence/tendency
507	参	80663	76.0996218694	can1/shen1	take part in/participate/join/attend/to join/unequal/varied/irregular/to counsel/uneven/not uniform, ginseng
508	希	80460	76.1412024013	xi1	rare/infrequent
509	古	80454	76.1827798325	gu3	ancient/old
510	众	80390	76.2243241895	zhong4	multitude
511	构	80364	76.26585511	gou4	Broussonetia papyrifera/to construct/to form/to make up/to compose
512	房	80320	76.3073632921	fang2	house
513	半	80183	76.3488006745	ban4	half/semi-/incomplete/(after a number) and a half/half
514	节	80074	76.3901817274	jie2/jie1	festival/section/segment/point/part/to economize/to save/temperate
515	土	79809	76.4314258322	tu3	earth/dust
516	投	79708	76.4726177417	tou2	to throw/to send
517	某	79482	76.5136928578	mou3	(used before measure word and noun) some/(a) certain/so and so
518	案	79395	76.5547230136	an4	(legal) case/incident/record/file/table
519	黑	78896	76.5954952935	hei1	black/dark
520	维	78877	76.6362577546	wei2	to preserve/to maintain/to hold together/dimension
521	革	78685	76.6769209929	ge2	leather/remove
522	划	78648	76.7175651102	hua2/hua4	to row, to delimit/to transfer/to assign/to differentiate/to mark off/to draw (a line)/to delete/stroke of a Chinese character
523	敌	78620	76.7581947575	di2	enemy/match
524	致	78238	76.7986269929	zhi4	fine and close, to send/to devote/to deliver/to cause/to convey
525	陈	77914	76.8388917898	chen2	arrange/exhibit/narrate/tell/old/stale/a surname/to state/to display/to explain/(surname)
526	律	77818	76.8791069754	lu:4/lv4	law
527	足	77385	76.9190983931	zu2	foot/to be sufficient
528	态	77219	76.9590040244	tai4	attitude
529	护	76993	76.9987928623	hu4	protect
530	七	76766	77.0384643899	qi1	seven/7
531	兴	76760	77.0781328169	xing1/xing4	flourish/it is the fashion to/to become popular, interest
532	派	76750	77.1177960759	pai4	clique/school/group/faction/to dispatch
533	孩	76620	77.157392153	hai2	child
534	验	76542	77.1969479207	yan4	to examine/to test/to check
535	责	76377	77.236418419	ze2	duty/responsibility/to reproach/to blame
536	营	76372	77.2758863333	ying2	army/to deal in/to trade/to operate/to run/camp/nourishment/to manage
